avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
6.87,5.90173,"Dice,Exploration,Math,Print & Play,Science Fiction","Strategy, Thematic",Solitaire Games,5.902,75223,1,60,"Dice Rolling,Paper-and-Pencil,Time Track",0,1,30,453,60,Utopia Engine,boardgame,453,2010
6.12,5.90126,"Adventure,Card Game,Dice,Exploration,Fantasy",Thematic,Dungeoneer,5.901,5576,4,60,"Action Point Allowance System,Dice Rolling,Hand Management,Modular Board,Tile Placement,Variable Player Powers",12,2,60,2297,60,Dungeoneer: Tomb of the Lich Lord,boardgame,2297,2003
6.24,5.9012,"Abstract Strategy,Card Game",Family,Animals: Dragons,5.901,98085,5,20,"Hand Management,Tile Placement",8,2,20,1263,20,Seven Dragons,boardgame,1263,2011
6.31,5.90104,"Card Game,City Building,Medieval",Family,"Admin: Better Description Needed!,Carcassonne",5.901,58798,5,45,"Card Drafting,Hand Management,Set Collection",8,2,30,984,45,Cardcassonne,boardgame,984,2009
7.41,5.9004,"Environmental,Prehistoric",Thematic,"BIOS series,Crowdfunding: Kickstarter",5.900,98918,4,120,"Card Drafting,Co-operative Play,Dice Rolling,Simulation",12,1,60,284,120,Bios: Genesis,boardgame,284,2016
6.89,5.90018,"Economic,Trains,Transportation",Strategy,"Admin: Better Description Needed!,Country: Russia,Empire Builder Rail Games",5.900,9617,6,240,"Crayon Rail System,Pick-up and Deliver,Route/Network Building",10,2,180,388,240,Russian Rails,boardgame,388,2004
6.17,5.90014,"Animals,Card Game,Comic Book / Strip,Humor",Party,"Animals: Cats,Crowdfunding: Kickstarter",5.900,172242,5,20,"Hand Management,Player Elimination,Press Your Luck,Set Collection,Take That",18,2,10,3476,20,Exploding Kittens: NSFW Deck,boardgame,3476,2015
7.28,5.89992,Abstract Strategy,Abstract,"Combinatorial,n in a row",5.900,72667,2,10,"Modular Board,Pattern Building",6,2,10,314,10,Mijnlieff,boardgame,314,2010
7.21,5.89988,"Educational,Environmental,Travel",Family,"Country: USA,Crowdfunding: Kickstarter,Mensa Select",5.900,154428,6,60,"Card Drafting,Hand Management,Point to Point Movement,Set Collection",8,2,30,320,60,Trekking the National Parks,boardgame,320,2014
6.17,5.89943,"Bluffing,Card Game,Fantasy",Strategy,"Confrontation,Fantasy Flight Silver Line Games",5.899,45134,4,60,"Area Control / Area Influence,Deck / Pool Building,Hand Management,Secret Unit Deployment,Set Collection,Variable Player Powers",13,2,60,1628,60,Arcana,boardgame,1628,2009
8.36,5.89906,"Wargame,World War II",Wargames,"Conflict of Heroes,Country: Solomon Islands",5.899,68076,4,60,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Modular Board",12,2,60,174,60,Conflict of Heroes: Guadalcanal – The Pacific 1942,boardgame,174,2016
7.67,5.89896,"Modern Warfare,Wargame",Wargames,Lock 'n Load Tactical,5.899,25727,2,120,Grid Movement,12,2,60,257,120,Lock 'n Load Tactical: Day of Heroes,boardgame,257,2008
7.09,5.89854,"Animals,Card Game,Nautical",Uncategorized,"Animals: Crabs,Animals: Fishes,Crowdfunding: Kickstarter,The E•G•G Series,Fleet",5.899,176262,4,30,"Hand Management,Set Collection",13,2,20,324,30,Fleet Wharfside,boardgame,324,2015
6.90,5.89837,"Fantasy,Humor,Racing",Family,,5.898,177965,6,30,"Hand Management,Modular Board,Variable Player Powers",7,2,30,403,30,Rush & Bash,boardgame,403,2015
6.37,5.89836,"Ancient,City Building,Civilization,Economic,Mythology,Nautical,Negotiation,Transportation",Strategy,Country: Greece,5.898,18243,6,120,"Pick-up and Deliver,Set Collection,Trading,Voting",12,3,120,847,120,Parthenon: Rise of the Aegean,boardgame,847,2005
6.86,5.89809,"Age of Reason,Card Game,Economic,Renaissance",Strategy,Crowdfunding: Kickstarter,5.898,172584,5,120,"Area Control / Area Influence,Card Drafting",14,3,90,417,120,Among Nobles,boardgame,417,2015
7.52,5.89784,"Civil War,Pike and Shot,Wargame",Wargames,"Age of Kings,English Civil War,Musket & Pike Battle Series",5.898,3408,2,240,Hex-and-Counter,12,2,240,243,240,This Accursed Civil War,boardgame,243,2002
6.62,5.89719,"Animals,Racing",Family,"Animals: Bears,Animals: Fishes,Crowdfunding: Kickstarter,Gryphon Family Games series",5.897,129820,4,45,"Deck / Pool Building,Hand Management,Modular Board",10,2,20,551,45,Salmon Run,boardgame,551,2013
6.46,5.89712,"Science Fiction,Space Exploration,Transportation",Family,"Games by the Game Artisans of Canada,Mining",5.897,63167,5,45,"Action Point Allowance System,Grid Movement,Pick-up and Deliver,Set Collection",8,2,45,689,45,Undermining,boardgame,689,2011
6.20,5.89661,"Abstract Strategy,Transportation","Family, Strategy",,5.897,9675,4,30,"Action Point Allowance System,Area Control / Area Influence,Area Enclosure,Hand Management,Modular Board,Route/Network Building,Tile Placement",10,2,30,1259,30,La Strada,boardgame,1259,2004
6.62,5.89628,"Dice,Puzzle","Abstract, Family","Polyominoes,Solitaire Games",5.896,55834,4,20,"Dice Rolling,Pattern Building",8,1,20,522,20,Mosaix,boardgame,522,2009
6.46,5.89599,Pirates,"Strategy, Thematic",,5.896,7571,5,120,"Action Point Allowance System,Auction/Bidding,Take That,Voting",10,3,120,688,120,Winds Of Plunder,boardgame,688,2007
7.09,5.89593,"Aviation / Flight,Economic",Strategy,,5.896,133285,5,150,"Auction/Bidding,Point to Point Movement,Route/Network Building",10,3,90,319,150,Tin Goose,boardgame,319,2016
7.24,5.89584,"Dice,Science Fiction",Uncategorized,Crowdfunding: Kickstarter,5.896,171110,4,30,"Dice Rolling,Press Your Luck",8,1,30,291,30,Cosmic Run,boardgame,291,2015
6.51,5.89582,"Animals,Bluffing,Deduction,Murder/Mystery","Family, Party",Crowdfunding: Kickstarter,5.896,174476,4,15,"Action / Movement Programming,Memory,Modular Board,Player Elimination,Secret Unit Deployment",12,2,10,672,15,10' to Kill,boardgame,672,2015
6.43,5.89569,"Age of Reason,American Indian Wars,American Revolutionary War,Wargame",Wargames,,5.896,3312,2,120,"Dice Rolling,Hex-and-Counter",12,2,120,819,120,1776,boardgame,819,1974
6.80,5.89546,"Economic,Trains",Strategy,"Admin: Better Description Needed!,Crowdfunding: Kickstarter,Queen Iron Horse Collection,Winsome Essen Sets",5.895,3828,5,120,"Commodity Speculation,Dice Rolling",12,3,120,429,120,Locomotive Werks,boardgame,429,2002
6.59,5.89527,"Adventure,Collectible Components,Fantasy,Miniatures,Video Game Theme",Customizable,"Admin: Better Description Needed!,CMGs (Collectible Miniatures Games),Warcraft",5.895,34496,2,45,"Action Point Allowance System,Area Movement,Dice Rolling,Hex-and-Counter",0,2,45,664,45,World of Warcraft Miniatures Game,boardgame,664,2008
7.01,5.89516,"Electronic,Fantasy,Miniatures,Wargame",Strategy,,5.895,146725,8,45,"Action / Movement Programming,Action Point Allowance System,Grid Movement,Modular Board,Player Elimination,Variable Player Powers",14,2,45,464,45,Golem Arcana,boardgame,464,2014
7.32,5.89497,"Economic,Medical","Strategy, Thematic",,5.895,186721,5,90,"Action Point Allowance System,Chit-Pull System,Co-operative Play,Press Your Luck,Variable Player Powers",13,1,60,277,90,Healthy Heart Hospital,boardgame,277,2015
6.48,5.89496,Economic,Strategy,"Admin: Better Description Needed!,Wine Games",5.895,142,5,90,"Area Control / Area Influence,Commodity Speculation,Simultaneous Action Selection",12,3,90,643,90,Vino,boardgame,643,1999
7.08,5.89429,"Adventure,Dice,Medieval,Negotiation",Family,Crowdfunding: Kickstarter,5.894,136192,5,20,"Deck / Pool Building,Dice Rolling",8,2,20,491,20,Dungeon Dice,boardgame,491,2014
6.98,5.89396,"Number,Puzzle",Uncategorized,Polyominoes,5.894,217449,4,20,"Simultaneous Action Selection,Tile Placement",8,1,20,349,20,NMBR 9,boardgame,349,2017
7.02,5.89379,"Wargame,World War II",Wargames,Avalon Hill area-impulse series,5.894,755,2,360,"Area-Impulse,Dice Rolling",12,1,360,353,360,Thunder at Cassino,boardgame,353,1987
6.63,5.89342,"Deduction,Murder/Mystery,Trains","Strategy, Thematic",Mystery Novels,5.893,2363,6,60,,10,1,60,546,60,Orient Express,boardgame,546,1985
6.49,5.89335,"Card Game,Fantasy,Humor,Medieval","Family, Party",,5.893,72420,6,30,"Card Drafting,Hand Management,Set Collection,Storytelling,Take That",10,2,30,689,30,Braggart,boardgame,689,2010
6.46,5.89334,Fantasy,Strategy,,5.893,1350,6,60,"Auction/Bidding,Set Collection,Variable Player Powers",12,3,60,674,60,Das Amulett,boardgame,674,2001
6.47,5.8933,Abstract Strategy,Abstract,"3D Games,Combinatorial,Gamut of Games",5.893,789,4,45,Grid Movement,10,2,45,651,45,Focus,boardgame,651,1963
6.49,5.89326,"Card Game,Game System",Family,"Admin: Miscellaneous Placeholder,Traditional Card Games",5.893,21804,0,0,,0,0,0,649,0,Traditional Card Games,boardgame,649,0
6.29,5.89325,Economic,Family,"Oceanian Theme,Tropical theme",5.893,63740,6,60,"Auction/Bidding,Hand Management,Memory,Simultaneous Action Selection",10,3,60,974,60,Hotel Samoa,boardgame,974,2010
6.57,5.89324,"Card Game,City Building,Humor","Family, Thematic",,5.893,147623,6,40,"Hand Management,Take That",12,2,40,595,40,Friese's Landlord,boardgame,595,2013
7.69,5.89275,"Movies / TV / Radio theme,Science Fiction,Wargame","Thematic, Wargames","Federation Commander,Star Fleet Universe,Star Trek",5.893,21373,8,60,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Simultaneous Action Selection",10,2,60,232,60,Federation Commander:  Romulan Border,boardgame,232,2006
6.17,5.89235,"Abstract Strategy,Print & Play",Abstract,"Crowdfunding: Kickstarter,TMG Microgames",5.892,146130,2,15,"Area Control / Area Influence,Area Movement,Press Your Luck",0,2,15,1544,15,Coin Age,boardgame,1544,2013
6.48,5.89226,"Action / Dexterity,American West,Bluffing,Dice,Humor,Racing",Family,Animals: Horses,5.892,42490,5,45,"Dice Rolling,Roll / Spin and Move",8,3,45,652,45,Pony Express,boardgame,652,2009
6.44,5.89193,"Arabian,Card Game,City Building,Economic,Humor,Medieval",Family,"Alhambra,Celebrities: Al Capone,Cities: Bonn,Cities: Granada,Cities: New York (New York, USA),Country: USA",5.892,431,6,45,"Area Control / Area Influence,Card Drafting,Hand Management,Stock Holding",10,3,45,689,45,Alhambra: The Card Game,boardgame,689,1992
6.35,5.8916,"Bluffing,Card Game,Spies/Secret Agents",Family,,5.892,55601,5,20,"Set Collection,Simultaneous Action Selection",9,2,20,829,20,Sneaks & Snitches,boardgame,829,2010
6.64,5.8915,"Bluffing,Card Game,Horror",Party,"Vampires,Werewolf / Mafia",5.891,137290,8,20,"Hand Management,Partnerships",10,5,20,541,20,Nosferatu,boardgame,541,2013
7.16,5.89149,"Card Game,Movies / TV / Radio theme",Uncategorized,Legendary,5.891,200171,5,60,"Card Drafting,Co-operative Play,Deck / Pool Building",14,2,45,307,60,Legendary: Big Trouble in Little China,boardgame,307,2016
6.30,5.89129,"Bluffing,Dice,Sports",Thematic,"Pizza Box Sports,Solitaire Games,Sports: American Football / Gridiron",5.891,17851,2,60,"Dice Rolling,Rock-Paper-Scissors,Simulation,Simultaneous Action Selection",12,1,60,938,60,Pizza Box Football,boardgame,938,2005
6.94,5.8912,"Card Game,World War II",Thematic,"Anime & Manga,Crowdfunding: Kickstarter",5.891,72809,5,60,"Card Drafting,Deck / Pool Building,Hand Management",18,2,60,405,60,Barbarossa,boardgame,405,2010
6.14,5.89116,"City Building,Fantasy,Fighting,Video Game Theme,Wargame","Thematic, Wargames",Warcraft,5.891,7479,4,120,"Dice Rolling,Modular Board,Partnerships,Variable Player Powers",12,2,120,2255,120,WarCraft: The Board Game,boardgame,2255,2003
6.66,5.89102,"Medieval,Religious",Strategy,,5.891,38931,2,45,"Action Point Allowance System,Area Control / Area Influence,Card Drafting,Modular Board,Tile Placement",10,2,45,513,45,Basilica,boardgame,513,2010
6.31,5.89033,"Bluffing,Deduction,Pirates",Family,Admin: Better Description Needed!,5.890,42244,2,30,"Area Enclosure,Grid Movement,Set Collection",10,2,30,915,30,Martinique,boardgame,915,2009
6.51,5.88995,"Action / Dexterity,Party Game,Puzzle,Real-time",Party,,5.890,41052,8,15,"Acting,Partnerships",8,4,15,620,15,Tokyo Train,boardgame,620,2009
6.07,5.88993,"Card Game,Humor,Movies / TV / Radio theme",Party,"Fluxx,Monty Python",5.890,36345,6,40,"Hand Management,Set Collection,Singing",13,2,40,3780,40,Monty Python Fluxx,boardgame,3780,2008
6.07,5.88976,"Adventure,Bluffing,Exploration,Party Game,Science Fiction",Thematic,,5.890,69552,6,40,"Action Point Allowance System,Area Movement,Dice Rolling,Hand Management,Modular Board,Partnerships,Player Elimination,Tile Placement",10,4,40,2664,40,Panic Station,boardgame,2664,2011
7.49,5.88953,"Economic,Medieval",Uncategorized,"Crowdfunding: Spieleschmiede,Hong Kong",5.890,205498,5,90,"Action / Movement Programming,Area Movement,Card Drafting,Point to Point Movement,Set Collection,Worker Placement",10,2,60,244,90,Round House,boardgame,244,2016
6.69,5.88944,"Children's Game,Party Game,Real-time","Children's, Family",Spot it!,5.889,125048,8,5,Pattern Recognition,6,2,5,614,5,Dobble: Kostenlose Demoversion,boardgame,614,0
7.52,5.88929,"Adventure,Fantasy",Thematic,,5.889,154510,8,120,"Co-operative Play,Dice Rolling,Hex-and-Counter,Modular Board,Role Playing,Trading,Variable Phase Order,Variable Player Powers",14,1,120,291,120,Shadows of Malice,boardgame,291,2014
6.61,5.88924,"Dice,Economic,Pirates",Strategy,,5.889,163931,4,75,"Auction/Bidding,Dice Rolling,Set Collection,Trading",10,2,40,523,75,Grog Island,boardgame,523,2014
6.56,5.88902,"Card Game,Memory",Family,"Card Games: Card Fishing,Traditional Card Games",5.889,15889,6,30,"Hand Management,Memory,Partnerships,Set Collection",8,2,30,570,30,Scopa,boardgame,570,1600
6.52,5.8888,Fantasy,"Abstract, Strategy","Admin: Better Description Needed!,Confrontation,Crowdfunding: Kickstarter,Forgenext",5.889,134711,4,30,"Area Control / Area Influence,Set Collection,Tile Placement",10,2,30,657,30,Guilds of Cadwallon,boardgame,657,2013
7.32,5.88859,Card Game,"Abstract, Strategy","Card Games: Adding Games,Card Games: Outplay Games,Traditional Card Games",5.889,6688,4,60,"Betting/Wagering,Hand Management,Trick-taking",8,2,60,262,60,Ninety-Nine,boardgame,262,1967
6.82,5.88851,Dice,Uncategorized,,5.889,193210,4,25,"Deck / Pool Building,Dice Rolling,Press Your Luck",10,1,15,418,25,Dice Stars,boardgame,418,2016
6.70,5.8881,"Card Game,Game System",Family,"Card Games: Card Fishing,Country: Japan,Crowdfunding: Kickstarter,Flowers,Hanafuda,Promotional Board Games",5.888,5451,7,60,"Hand Management,Press Your Luck,Set Collection",8,2,60,505,60,Hanafuda,boardgame,505,1701
6.19,5.88797,Dice,Family,Crowdfunding: Kickstarter,5.888,129090,4,30,Dice Rolling,8,2,30,1441,30,Roll For It!,boardgame,1441,2011
6.65,5.8871,"Arabian,City Building,Puzzle",Family,,5.887,145012,4,45,"Pattern Building,Set Collection,Tile Placement",8,2,45,507,45,Sultaniya,boardgame,507,2014
7.41,5.88692,"Miniatures,Science Fiction,Wargame",Wargames,Crowdfunding: Kickstarter,5.887,142063,4,60,"Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Variable Phase Order,Variable Player Powers",12,2,60,283,60,Deadzone,boardgame,283,2013
6.40,5.8869,"Card Game,Trains",Family,,5.887,180602,4,0,Pattern Building,8,2,30,805,0,Game of Trains,boardgame,805,2015
6.66,5.88652,"Card Game,Civilization,Print & Play",Strategy,Solitaire Games,5.887,28044,2,30,"Area Control / Area Influence,Card Drafting,Modular Board",12,1,30,502,30,Pocket Civ,boardgame,502,2005
7.63,5.88632,"Wargame,World War II",Wargames,,5.886,7614,8,2880,Hex-and-Counter,14,1,1440,254,2880,A World at War,boardgame,254,2003
6.94,5.88598,"Fighting,Miniatures,Science Fiction,Wargame","Thematic, Wargames",Silent Death,5.886,3895,8,120,Hex-and-Counter,10,2,120,380,120,Silent Death,boardgame,380,1990
7.32,5.88583,"Economic,Humor,Negotiation,Political","Party, Thematic","Country: USA,Crowdfunding: Kickstarter",5.886,125943,6,120,"Auction/Bidding,Set Collection",13,3,90,312,120,Corporate America,boardgame,312,2013
6.56,5.88577,Territory Building,Strategy,"Cities: Versailles,Country: France",5.886,160561,5,90,"Point to Point Movement,Tile Placement",12,2,90,574,90,Versailles,boardgame,574,2014
6.73,5.88555,"Card Game,Comic Book / Strip,Game System,Humor,Party Game",Party,,5.886,4550,99,60,"Deck / Pool Building,Line Drawing,Paper-and-Pencil",5,3,60,485,60,1000 Blank White Cards,boardgame,485,1996
6.62,5.8855,"Card Game,Farming,Territory Building",Family,,5.886,139326,4,40,"Card Drafting,Hand Management,Trick-taking",10,2,40,516,40,UGO!,boardgame,516,2013
6.82,5.88509,"Card Game,Exploration,Fantasy,Horror,Video Game Theme,Zombies","Customizable, Strategy",Resident Evil,5.885,91773,4,45,"Card Drafting,Deck / Pool Building,Hand Management,Partnerships,Variable Player Powers",13,1,45,494,45,Resident Evil Deck Building Game: Alliance,boardgame,494,2011
6.05,5.88506,"Card Game,Zombies","Family, Party",Fluxx,5.885,29387,6,40,"Hand Management,Set Collection,Take That",8,2,10,5021,40,Zombie Fluxx,boardgame,5021,2007
7.13,5.88473,"Animals,Card Game",Uncategorized,,5.885,181617,4,20,"Hand Management,Take That",8,2,20,305,20,Beasty Bar: New Beasts in Town,boardgame,305,2015
7.26,5.88467,"American Civil War,Wargame",Wargames,Treefrog Line,5.885,65825,2,180,"Action Point Allowance System,Dice Rolling",13,2,180,268,180,Gettysburg,boardgame,268,2010
7.08,5.88459,"Modern Warfare,Nautical,Wargame",Wargames,Fleet Series,5.885,4854,2,120,"Dice Rolling,Hex-and-Counter",12,2,120,341,120,7th Fleet,boardgame,341,1987
7.03,5.88457,"Card Game,Sports",Thematic,"Admin: Better Description Needed!,Sports: Baseball",5.885,3730,2,20,Simulation,10,1,20,392,20,Statis Pro Baseball,boardgame,392,1971
6.88,5.88405,"Bluffing,Party Game,Trivia",Uncategorized,Anno Domini,5.884,3137,8,30,,10,2,30,369,30,Anno Domini: Erfindungen,boardgame,369,1999
6.45,5.88401,"Card Game,Economic,Medieval",Strategy,Admin: Better Description Needed!,5.884,8130,4,45,Commodity Speculation,10,2,45,640,45,Die Fugger,boardgame,640,2003
7.37,5.88379,"Aviation / Flight,Modern Warfare,Wargame",Wargames,"Leader Series,Solitaire Games,Solitaire Wargames",5.884,6927,2,30,Simulation,12,1,30,271,30,Hornet Leader,boardgame,271,1991
6.87,5.88326,"Aviation / Flight,Wargame,World War II",Wargames,"Cities: London,Country: England,Solitaire Games,Solitaire Wargames",5.883,2150,2,360,Hex-and-Counter,12,1,360,404,360,London's Burning,boardgame,404,1995
7.98,5.88311,"Pike and Shot,Wargame",Wargames,Musket & Pike Battle Series,5.883,101682,2,300,"Hex-and-Counter,Simulation",14,2,300,179,300,Saints in Armor,boardgame,179,2012
6.76,5.88285,"Card Game,Real-time,Science Fiction,Space Exploration",Uncategorized,Crowdfunding: Kickstarter,5.883,184491,6,5,"Co-operative Play,Hand Management,Memory,Trading",10,3,5,465,5,Spaceteam,boardgame,465,2015
6.12,5.8828,"Card Game,Collectible Components,Fantasy,Fighting,Movies / TV / Radio theme",Customizable,"Anime & Manga,CCGs (Collectible Card Games),Pokémon",5.883,2165,2,20,"Card Drafting,Variable Player Powers",7,2,20,2203,20,Pokémon Trading Card Game,boardgame,2203,1996
6.16,5.88268,Exploration,Family,Catan,5.883,12004,4,60,"Action Point Allowance System,Grid Movement,Set Collection,Trading,Variable Player Powers",12,2,60,1611,60,Candamir: The First Settlers,boardgame,1611,2004
6.17,5.88265,"Adventure,Fantasy,Fighting,Video Game Theme",Thematic,Warcraft,5.883,29294,4,90,"Dice Rolling,Hand Management,Role Playing,Variable Player Powers",12,2,90,1718,90,World of Warcraft: The Adventure Game,boardgame,1718,2008
7.40,5.88241,"Medieval,Wargame",Wargames,Men of Iron Series,5.882,62225,2,120,"Dice Rolling,Hex-and-Counter",0,2,120,250,120,Infidel,boardgame,250,2011
7.30,5.88221,"City Building,Economic,Medical,Territory Building,Transportation",Strategy,,5.882,156840,4,120,"Pick-up and Deliver,Simulation,Tile Placement",14,2,120,257,120,Clinic,boardgame,257,2014
6.89,5.88181,"City Building,Civilization,Economic,Nautical",Strategy,"Country: Vanuatu,Tropical theme",5.882,20101,4,120,"Action Point Allowance System,Area Movement,Auction/Bidding,Dice Rolling,Tile Placement",12,3,120,357,120,Kaivai,boardgame,357,2005
7.38,5.88162,"Fantasy,Fighting,Horror,Miniatures",Thematic,"Confrontation,Monsters",5.882,8515,2,120,"Dice Rolling,Modular Board,Role Playing",12,2,120,295,120,Hybrid,boardgame,295,2003
6.79,5.8816,"Abstract Strategy,Ancient",Abstract,"Ancient Rome,Edition Perlhuhn series at Franckh-Kosmos",5.882,302,6,45,Area Control / Area Influence,10,2,45,403,45,Forum Romanum,boardgame,403,1988
7.93,5.88104,"Card Game,Wargame,World War II",Wargames,Crowdfunding: Kickstarter,5.881,196496,6,90,"Action Point Allowance System,Campaign / Battle Card Driven,Co-operative Play,Dice Rolling,Hand Management",0,1,30,208,90,Warfighter: The WWII Tactical Combat Card Game,boardgame,208,2016
7.42,5.88101,"Bluffing,Napoleonic,Nautical,Wargame",Wargames,Block wargames,5.881,23685,2,480,"Chit-Pull System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation",12,2,480,247,480,1805: Sea of Glory,boardgame,247,2009
6.63,5.88098,"Aviation / Flight,Travel",Family,10 Days in...,5.881,64956,4,20,"Hand Management,Route/Network Building,Tile Placement",10,2,20,475,20,10 Days in the Americas,boardgame,475,2010
6.46,5.88067,Card Game,Family,"Beer,Crowdfunding: Kickstarter,Rabbit Line (Dice Hate Me Games)",5.881,154905,4,30,Hand Management,13,2,30,626,30,Brew Crafters: The Travel Card Game,boardgame,626,2014
6.88,5.88042,"Modern Warfare,Nautical,Wargame",Wargames,Fleet Series,5.880,2073,2,360,"Dice Rolling,Hex-and-Counter,Simulation",12,2,360,424,360,Sixth Fleet,boardgame,424,1985
7.90,5.88026,"Wargame,World War II",Wargames,"Country: Russia,Solitaire Games,Solitaire Wargames",5.880,66855,2,500,"Chit-Pull System,Hex-and-Counter",0,1,500,198,500,The Dark Valley,boardgame,198,2013
6.73,5.88012,"Science Fiction,Space Exploration,Transportation",Strategy,,5.880,114912,4,90,"Commodity Speculation,Pick-up and Deliver",14,2,90,419,90,Starship Merchants,boardgame,419,2012
7.52,5.88006,"American Civil War,Wargame",Wargames,"Great Campaigns of the American Civil War,Solitaire Games,Solitaire Wargames",5.880,4210,2,180,Hex-and-Counter,12,1,180,236,180,Stonewall's Last Battle,boardgame,236,1996
6.54,5.88001,"Adventure,Puzzle,Real-time",Family,,5.880,127312,4,45,"Pattern Recognition,Tile Placement",8,2,45,573,45,Enigma,boardgame,573,2012
6.30,5.87998,Medieval,"Abstract, Family","Alea Medium Box,The Legend of King Arthur and the Knights of the Round Table",5.880,92643,4,60,Hand Management,9,2,60,873,60,Artus,boardgame,873,2011
7.27,5.87992,"American Civil War,Wargame",Wargames,Great Battles of the American Civil War,5.880,3577,6,4320,"Dice Rolling,Hex-and-Counter",12,2,4320,290,4320,Terrible Swift Sword,boardgame,290,1976
6.65,5.87983,"Card Game,Trains",Uncategorized,,5.880,118497,5,20,"Stock Holding,Trick-taking",10,3,20,471,20,Trick of the Rails,boardgame,471,2011
7.00,5.8796,"Animals,Environmental,Prehistoric",Strategy,"Animals: Dinosaurs,Evolution,Global warming,Solitaire Games",5.880,639,4,480,"Auction/Bidding,Simulation,Variable Player Powers",9,1,480,328,480,American Megafauna,boardgame,328,1997
6.18,5.87945,Card Game,Family,,5.879,568,10,45,"Hand Management,Trick-taking",8,2,45,1384,45,Rage,boardgame,1384,1983
6.34,5.87934,"Dice,Fantasy,Medieval",Family,Animals: Dragons,5.879,3208,4,45,Set Collection,9,2,45,839,45,Dragonland,boardgame,839,2002
6.97,5.87904,"Economic,Mafia,Science Fiction",Strategy,"Crowdfunding: Kickstarter,Cyberpunk",5.879,146559,4,60,"Auction/Bidding,Secret Unit Deployment,Simultaneous Action Selection,Take That,Worker Placement",13,3,60,346,60,Infamy,boardgame,346,2013
6.48,5.87893,"Card Game,Economic",Strategy,"3M Gamettes,Promotional Board Games,Sid Sackson Signature Series",5.879,1206,6,45,Set Collection,10,2,45,613,45,Venture,boardgame,613,1969
6.58,5.87887,"Card Game,Civilization,Humor",Uncategorized,,5.879,181494,5,60,"Action / Movement Programming,Hand Management",10,2,45,527,60,CVlizations,boardgame,527,2015
6.98,5.87831,"Dice,Fantasy,Fighting",Uncategorized,Quarriors Pool Building system,5.878,155702,4,30,"Deck / Pool Building,Dice Rolling,Set Collection",14,2,30,346,30,Quarriors! Light vs. Dark,boardgame,346,2014
7.16,5.87828,"Deduction,Word Game",Family,Gryphon Two-Player Games series,5.878,4079,2,60,Paper-and-Pencil,10,2,45,278,60,What's My Word?,boardgame,278,1972
6.53,5.87824,"Civilization,Economic,Political",Strategy,Admin: Better Description Needed!,5.878,12283,5,180,"Campaign / Battle Card Driven,Commodity Speculation,Variable Player Powers",12,3,180,558,180,Manifest Destiny,boardgame,558,2005
7.43,5.87813,"Card Game,Exploration,Game System",Uncategorized,"Escape Room Games,Unlock!",5.878,216092,6,75,"Co-operative Play,Storytelling",10,1,45,228,75,Unlock! Squeek & Sausage,boardgame,228,2017
6.43,5.87804,"Abstract Strategy,American West,Bluffing,Territory Building",Abstract,,5.878,8229,4,30,"Area Control / Area Influence,Area Enclosure,Tile Placement",8,2,30,660,30,Armadöra,boardgame,660,2003
6.37,5.87787,Card Game,Family,"Admin: Better Description Needed!,Card Games: Draw and Discard Games,Card Games: Exchange Games,Promotional Board Games,Rummy Games,Traditional Card Games",5.878,17104,6,45,"Hand Management,Set Collection",12,2,45,893,45,Canasta,boardgame,893,1939
6.66,5.87755,"Wargame,World War II",Wargames,Country: Italy,5.878,4173,2,120,"Dice Rolling,Hex-and-Counter",12,2,120,516,120,Anzio,boardgame,516,1969
6.77,5.87721,"Book,Miniatures,Science Fiction",Wargames,"Warhammer 40,000 Wargames",5.877,11106,2,120,"Dice Rolling,Modular Board,Variable Player Powers",12,2,120,482,120,"Warhammer 40,000: Rogue Trader",boardgame,482,1987
6.72,5.8772,Prehistoric,Family,,5.877,65568,4,45,"Area Enclosure,Grid Movement,Memory,Set Collection",10,2,45,433,45,Jäger und Sammler,boardgame,433,2010
6.95,5.8772,"Card Game,Collectible Components,Fantasy,Humor",Customizable,CCGs (Collectible Card Games),5.877,24947,6,40,"Hand Management,Variable Player Powers",13,2,40,475,40,The Spoils,boardgame,475,2006
7.31,5.87699,"Humor,Memory,Party Game",Party,Time's Up!,5.877,33495,12,45,"Acting,Memory,Partnerships",0,4,45,257,45,Time's Up! Édition purple,boardgame,257,2007
6.63,5.87698,"Action / Dexterity,Racing,Sports",Family,"Sports: Bicycle / Cycling,ZBall",5.877,55165,4,30,,5,1,30,489,30,Bisikle,boardgame,489,2009
7.07,5.87689,"Card Game,Civilization",Uncategorized,"Crowdfunding: Indiegogo,Crowdfunding: Kickstarter,Tableau Building",5.877,204574,5,90,"Auction/Bidding,Take That",12,2,60,302,90,The Flow of History,boardgame,302,2016
7.08,5.87657,"American West,Bluffing,Card Game,Fighting",Uncategorized,Revolver,5.877,128733,2,45,Hand Management,12,2,45,313,45,Revolver 2: Last Stand at Malpaso,boardgame,313,2012
