avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
5.46,5.49545,"American Civil War,Wargame",Wargames,The Battles and Leaders Series,5.495,5890,2,180,"Dice Rolling,Hex-and-Counter,Simulation",12,1,180,50,180,1863,boardgame,50,1991
5.42,5.49543,"Card Game,Trivia",Uncategorized,,5.495,5067,6,45,"Hand Management,Press Your Luck",12,3,45,35,45,Lifetime,boardgame,35,1996
5.42,5.49543,"Card Game,Sports",Uncategorized,Sports: Football / Soccer,5.495,2701,4,10,,8,2,10,54,10,Schuss und Tor,boardgame,54,1973
5.57,5.4954,"Card Game,Humor,Party Game,Word Game",Uncategorized,Apples to Apples,5.495,88167,16,15,"Hand Management,Simultaneous Action Selection",8,4,15,52,15,Apples To Apples: Family,boardgame,52,2010
5.37,5.49539,"Dice,Racing",Uncategorized,"Animals: Camels,Desert Theme",5.495,1909,5,60,Roll / Spin and Move,10,2,60,47,60,Nomadi,boardgame,47,1995
5.40,5.49538,"Action / Dexterity,Card Game,Dice,Educational,Exploration,Mature / Adult,Party Game",Uncategorized,,5.495,7586,2,60,"Acting,Betting/Wagering,Dice Rolling,Paper-and-Pencil,Role Playing,Roll / Spin and Move",18,2,60,44,60,An Enchanting Evening,boardgame,44,1981
5.43,5.49534,"Bluffing,Card Game,Fighting,Medieval",Uncategorized,,5.495,207975,6,0,"Memory,Player Elimination,Take That",0,2,0,38,0,Siege,boardgame,38,2016
5.45,5.49534,"Card Game,Fantasy,Humor",Uncategorized,"Admin: Better Description Needed!,Crowdfunding: Kickstarter",5.495,185154,5,90,"Co-operative Play,Dice Rolling,Trading,Variable Player Powers",12,2,40,109,90,Wizard School,boardgame,109,2016
5.27,5.4953,"Adventure,Nautical",Uncategorized,Titanic,5.495,5282,4,30,Roll / Spin and Move,8,2,30,30,30,Raise the Titanic,boardgame,30,1987
5.39,5.49527,"Novel-based,Science Fiction,Wargame",Wargames,,5.495,5043,4,60,"Hex-and-Counter,Modular Board",12,2,60,43,60,The Forever War,boardgame,43,1983
5.37,5.49526,Party Game,Uncategorized,,5.495,4849,12,60,,10,4,60,44,60,The Charade Game,boardgame,44,1985
5.56,5.49525,"Dice,Nautical,Racing",Uncategorized,"Atlantis,LEGO,LEGO Games",5.495,77344,4,10,"Dice Rolling,Point to Point Movement,Roll / Spin and Move,Tile Placement",8,2,10,85,10,Atlantis Treasure,boardgame,85,2010
5.42,5.4952,"Vietnam War,Wargame",Wargames,"Country: Vietnam,First Indochina war,Magazine: Against The Odds",5.495,23613,2,240,"Area Movement,Hex-and-Counter",12,2,240,59,240,La vallée de la mort,boardgame,59,2006
5.45,5.49519,"Horror,Trivia",Uncategorized,,5.495,7296,4,60,Roll / Spin and Move,13,2,60,58,60,Goth: The Game of Horror Trivia,boardgame,58,2002
5.45,5.49518,"Card Game,Expansion for Base-game,Nautical,Wargame,World War II",Uncategorized,"Admin: Better Description Needed!,Crowdfunding: Verkami",5.495,133557,6,45,"Action Point Allowance System,Campaign / Battle Card Driven,Hand Management,Modular Board,Simulation,Worker Placement",8,2,45,66,45,Red Code,boardgame,66,2013
5.39,5.49513,Abstract Strategy,Abstract,,5.495,10742,2,10,"Area Movement,Modular Board",8,2,10,38,10,Foxy,boardgame,38,1977
5.47,5.49513,"American West,Card Game,Humor",Uncategorized,Poker,5.495,13284,4,30,Trick-taking,10,2,30,245,30,Cowpoker,boardgame,245,2006
5.39,5.49506,"Animals,Children's Game,Racing",Children's,,5.495,29939,5,20,"Betting/Wagering,Card Drafting,Set Collection",5,2,20,42,20,Animal Express,boardgame,42,2007
5.43,5.49506,"Trivia,Word Game",Uncategorized,Isaac Asimov's Super Quiz,5.495,2264,8,45,,12,2,45,64,45,Isaac Asimov's Super Quiz,boardgame,64,1982
5.55,5.49504,"Card Game,Horror",Uncategorized,,5.495,13440,2,0,Variable Player Powers,10,2,0,32,0,Horrific,boardgame,32,2004
5.37,5.49504,"Abstract Strategy,Card Game",Uncategorized,,5.495,174927,2,15,"Line Drawing,Modular Board,Tile Placement",7,2,10,37,15,Masterline,boardgame,37,2015
5.45,5.49498,"Children's Game,Deduction",Uncategorized,Headband deduction games,5.495,33406,6,20,,5,2,20,47,20,Who am I?,boardgame,47,0
5.45,5.49497,"Card Game,Educational,Novel-based",Uncategorized,,5.495,198059,4,45,"Hand Management,Take That",10,2,20,74,45,Twist of Fate,boardgame,74,2016
5.87,5.4949,"Adventure,Fantasy,Humor,Puzzle",Uncategorized,Ghosts,5.495,10765,5,60,"Area Movement,Variable Player Powers",10,2,60,61,60,Geist,boardgame,61,2004
5.34,5.4949,Trivia,Uncategorized,,5.495,73288,12,0,,12,2,0,34,0,Dumb Ass,boardgame,34,2010
5.49,5.49488,"Children's Game,Fantasy,Memory,Novel-based",Uncategorized,"LEGO Games,Tolkien Games",5.495,131530,4,15,"Memory,Modular Board,Roll / Spin and Move,Set Collection",7,2,15,91,15,The Hobbit: An Unexpected Journey,boardgame,91,2012
5.30,5.49484,"Action / Dexterity,Children's Game,Humor,Party Game,Trivia",Uncategorized,,5.495,32863,6,30,"Acting,Paper-and-Pencil,Singing,Storytelling",6,3,30,41,30,Quelf Jr.,boardgame,41,2007
5.36,5.49482,Abstract Strategy,Abstract,,5.495,10813,8,20,,8,1,20,35,20,Aya,boardgame,35,1992
5.56,5.49481,"Wargame,World War II",Wargames,"Country: Greece,Magazine: Against The Odds",5.495,18907,2,300,Hex-and-Counter,12,2,300,36,300,War in the Aegean,boardgame,36,2005
5.41,5.49479,"Adventure,Children's Game,Movies / TV / Radio theme",Children's,"Archaeology,Characters: Indiana Jones,Game of Life",5.495,36615,4,60,Roll / Spin and Move,0,2,60,62,60,The Game of Life: Indiana Jones,boardgame,62,2008
5.38,5.49479,Abstract Strategy,Abstract,"Combinatorial,Mancala",5.495,19916,2,20,,8,2,20,30,20,Cups,boardgame,30,1969
5.37,5.49479,"Humor,Party Game,Racing",Uncategorized,,5.495,13488,6,60,Roll / Spin and Move,12,2,60,35,60,Redneck Life,boardgame,35,2004
5.54,5.49477,"Abstract Strategy,Medieval",Abstract,,5.495,22799,2,15,"Area Enclosure,Modular Board,Tile Placement",10,2,15,96,15,Legie,boardgame,96,2005
5.45,5.49469,Dice,Uncategorized,Ingenious,5.495,117987,4,30,"Dice Rolling,Press Your Luck,Set Collection",8,2,30,121,30,Einfach Genial: Das Würfelspiel,boardgame,121,2012
5.30,5.49468,"Action / Dexterity,Animals,Children's Game,Deduction,Memory",Children's,"Animals: Rabbits,Characters: Funny Bunny,Ravensburger Mini Series",5.495,12057,4,10,Memory,4,2,10,49,10,Mini Funny Bunny,boardgame,49,2004
5.47,5.49462,"Ancient,Wargame",Wargames,"Ancient Rome,Rome at War",5.495,2637,2,120,"Area Movement,Dice Rolling,Simulation",12,2,120,104,120,Rome At War I: Hannibal at Bay,boardgame,104,2000
5.38,5.4946,"Wargame,World War II",Wargames,,5.495,28699,2,60,Hex-and-Counter,0,2,60,35,60,Kryptonim: Lew Morski,boardgame,35,0
5.39,5.49457,,Uncategorized,,5.495,32450,4,50,"Auction/Bidding,Roll / Spin and Move,Set Collection",10,3,50,30,50,Money Lisa,boardgame,30,2007
5.55,5.49457,"Adventure,Fighting,Party Game",Uncategorized,Animals: Cats,5.495,3273,6,120,"Pick-up and Deliver,Role Playing,Roll / Spin and Move,Set Collection",10,2,120,97,120,Cat Attack,boardgame,97,2002
5.54,5.49456,"Children's Game,Movies / TV / Radio theme,Racing",Children's,Celebrities: Walt Disney,5.495,15163,5,30,Roll / Spin and Move,6,2,30,104,30,Disney Magic Kingdom Game,boardgame,104,2004
5.37,5.49455,Abstract Strategy,Abstract,,5.495,66852,4,20,Tile Placement,8,1,20,43,20,Neuron,boardgame,43,2010
5.49,5.49455,Wargame,Wargames,"Country: Paraguay,Country: Uruguay,Magazine: Strategy & Tactics",5.495,25992,2,180,Hex-and-Counter,12,2,180,44,180,War of the Triple Alliance: Paraguay – 1865-1870,boardgame,44,2007
5.37,5.49454,"Card Game,Collectible Components,Movies / TV / Radio theme",Customizable,"Animals: Dogs,Cartoons: Hanna-Barbera,CCGs (Collectible Card Games),TV Series: Scooby-doo",5.495,4152,2,30,"Hand Management,Set Collection,Variable Player Powers",7,2,30,42,30,Scooby-doo! Expandable Card Game,boardgame,42,2000
5.49,5.49453,"Industry / Manufacturing,Science Fiction",Uncategorized,,5.495,29626,5,60,Trading,12,3,60,167,60,Robotics,boardgame,167,2007
5.52,5.49452,"Action / Dexterity,Children's Game,Electronic",Uncategorized,"3D Games,Animals: Frogs,Mattel To Go! games",5.495,33646,4,30,,0,2,30,59,30,Flippin' Frogs ,boardgame,59,2007
5.51,5.49445,"Card Game,Fighting,Science Fiction",Thematic,,5.494,8593,4,45,Action / Movement Programming,10,2,45,597,45,Wreckage,boardgame,597,2003
5.42,5.49441,"Abstract Strategy,Children's Game,Math","Abstract, Children's",,5.494,2577,4,20,Tile Placement,5,2,20,37,20,Face-it,boardgame,37,2001
5.57,5.49435,"Abstract Strategy,Dice,Maze",Abstract,,5.494,1227,4,45,"Area-Impulse,Co-operative Play,Roll / Spin and Move,Tile Placement,Variable Player Powers",8,2,45,47,45,Stonewall,boardgame,47,1996
6.96,5.49435,"Card Game,Collectible Components,Sports",Uncategorized,"CCGs (Collectible Card Games),Sports: Football / Soccer",5.494,10525,2,75,"Area Movement,Hand Management,Simulation",10,2,75,70,75,Football Champions,boardgame,70,2001
5.52,5.49434,"Party Game,Trivia",Uncategorized,Trivial Pursuit,5.494,6233,6,90,Roll / Spin and Move,12,2,90,44,90,Trivial Pursuit: Know-It-All Edition,boardgame,44,1998
5.37,5.49434,"Children's Game,Pirates",Children's,HABA Mitbringspiele series,5.494,42006,4,10,"Dice Rolling,Roll / Spin and Move",4,2,10,41,10,Glücks-Piraten,boardgame,41,2008
5.36,5.49431,"Educational,Movies / TV / Radio theme,Travel,Trivia",Uncategorized,,5.494,9249,4,90,Roll / Spin and Move,13,2,90,39,90,När & Fjärran,boardgame,39,2002
5.33,5.49429,"Card Game,Real-time",Uncategorized,,5.494,101519,8,7,"Rock-Paper-Scissors,Secret Unit Deployment,Simultaneous Action Selection",7,3,7,33,7,Rise or Fall,boardgame,33,2011
5.54,5.49428,"Bluffing,Card Game,Deduction,Party Game",Uncategorized,,5.494,37267,10,15,Memory,13,4,15,34,15,I Drank What?,boardgame,34,2008
5.59,5.49428,"Action / Dexterity,Animals",Uncategorized,Animals: Hedgehogs/Porcupines,5.494,16649,2,10,,5,2,10,34,10,Prickly Pile-Up,boardgame,34,0
5.41,5.49427,"Abstract Strategy,Ancient,Mythology",Abstract,"3D Games,Combinatorial",5.494,31066,4,20,"Partnerships,Tile Placement",8,2,20,65,20,Aapep,boardgame,65,2007
5.33,5.49427,Science Fiction,Uncategorized,,5.494,141594,4,30,"Dice Rolling,Press Your Luck",12,1,30,32,30,Fleet Admiral,boardgame,32,2012
5.53,5.49427,"Fantasy,Wargame",Wargames,,5.494,1719,2,120,"Action Point Allowance System,Dice Rolling,Hex-and-Counter",12,2,120,148,120,Dark Emperor,boardgame,148,1985
5.50,5.49427,Word Game,Uncategorized,,5.494,34866,10,5,Dice Rolling,0,1,5,32,5,Crossword,boardgame,32,1978
5.38,5.49426,"Card Game,Math",Uncategorized,,5.494,43233,8,20,Card Drafting,7,2,20,47,20,Nmbrs!,boardgame,47,2009
5.48,5.49426,Card Game,Uncategorized,,5.494,653,6,20,"Auction/Bidding,Simultaneous Action Selection",8,2,20,101,20,Shit!,boardgame,101,1996
5.46,5.49426,Word Game,Uncategorized,Scrabble,5.494,132717,4,0,Hand Management,13,2,0,53,0,Words with Friends,boardgame,53,2012
5.44,5.49423,"Deduction,Party Game",Uncategorized,,5.494,151367,6,30,"Acting,Co-operative Play,Memory,Singing",8,2,30,67,30,Heads Up! Party Game,boardgame,67,2013
5.60,5.49421,"Card Game,Humor,Political",Uncategorized,Political: Elections,5.494,11414,6,60,"Hand Management,Trading",12,2,60,66,60,Politics as Usual,boardgame,66,2005
5.54,5.49419,"Electronic,Movies / TV / Radio theme,Party Game,Trivia",Party,"DVD Board Games,Scene It?",5.494,4864,20,30,Roll / Spin and Move,13,2,30,1273,30,Scene It? Movie,boardgame,1273,2002
5.49,5.49416,"Wargame,World War II",Wargames,"Admin: Better Description Needed!,Islands: Sicily",5.494,6087,4,240,Hex-and-Counter,12,2,240,47,240,Sicilia '43,boardgame,47,1981
5.47,5.4941,City Building,Family,nestorbooster,5.494,138195,2,15,"Area Control / Area Influence,Hand Management,Tile Placement",7,2,15,80,15,City Blocks,boardgame,80,2013
5.67,5.49405,"Adventure,American West,Exploration",Uncategorized,Crowdfunding: Kickstarter,5.494,121122,5,45,"Dice Rolling,Modular Board,Press Your Luck,Roll / Spin and Move",13,2,45,76,45,The Lost Dutchman,boardgame,76,2013
5.39,5.49402,Card Game,Uncategorized,UNO,5.494,24779,10,30,Hand Management,7,2,30,43,30,UNO House Rules,boardgame,43,1998
5.50,5.49399,"Party Game,Trivia",Party,Trivial Pursuit,5.494,11883,6,90,Roll / Spin and Move,12,2,90,224,90,Trivial Pursuit: Volume 6,boardgame,224,2003
5.47,5.49397,"Wargame,World War II",Wargames,,5.494,18983,4,90,,0,2,90,61,90,La Segunda Guerra Mundial,boardgame,61,1982
5.48,5.49391,Card Game,Uncategorized,,5.494,27387,5,30,Hand Management,8,2,30,91,30,Bungee,boardgame,91,2007
5.44,5.4939,"Fighting,Science Fiction",Uncategorized,Robots,5.494,2337,4,60,"Action / Movement Programming,Campaign / Battle Card Driven,Secret Unit Deployment,Simultaneous Action Selection",12,1,60,73,60,Droids,boardgame,73,1991
5.49,5.4939,"Science Fiction,Wargame",Wargames,Magazine: Ares,5.494,7982,2,60,"Dice Rolling,Hex-and-Counter",10,2,60,58,60,DeltaVee,boardgame,58,1981
5.34,5.49389,"Action / Dexterity,Card Game,Memory",Uncategorized,,5.494,36650,6,30,Memory,8,2,30,36,30,Quick,boardgame,36,2008
5.82,5.49387,"Economic,Movies / TV / Radio theme,Negotiation",Uncategorized,"Holidays: Christmas,Monopoly,The Nightmare Before Christmas",5.494,51067,6,90,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading",8,2,90,58,90,Monopoly: Nightmare Before Christmas Collector's Edition,boardgame,58,2009
5.35,5.49381,"Children's Game,Movies / TV / Radio theme,Racing",Children's,"Animals: Fishes,Celebrities: Walt Disney,Movies: Finding Nemo",5.494,7187,4,20,Tile Placement,5,2,20,39,20,Finding Nemo,boardgame,39,2003
5.42,5.4938,"Bluffing,Card Game,Dice,Math,Party Game,Racing,Trains,Transportation",Uncategorized,Crowdfunding: Kickstarter,5.494,126234,6,90,"Area Movement,Card Drafting,Dice Rolling,Grid Movement,Hand Management,Partnerships,Point to Point Movement,Take That",8,2,90,43,90,Carmarace,boardgame,43,2014
5.38,5.4938,"Party Game,Trivia",Uncategorized,Trivial Pursuit,5.494,40908,6,30,Dice Rolling,15,2,30,38,30,Trivial Pursuit: Genus Edition – Bite Size,boardgame,38,2004
5.17,5.49378,"Dice,Movies / TV / Radio theme,Science Fiction",Uncategorized,Star Wars,5.494,183532,4,45,"Dice Rolling,Press Your Luck,Set Collection,Variable Player Powers",8,2,30,32,45,Star Wars: Galaxy Rebellion,boardgame,32,2015
5.32,5.49377,"Bluffing,Card Game,Deduction,Print & Play",Uncategorized,,5.494,146226,6,15,"Hand Management,Player Elimination,Variable Player Powers",8,3,15,33,15,Witch Hunt,boardgame,33,2013
5.32,5.49377,"Card Game,Wargame,World War II",Uncategorized,Gamefix / Competitive Edge,5.494,5789,2,45,Card Drafting,10,2,45,33,45,Bombs Away,boardgame,33,1995
5.53,5.49377,Abstract Strategy,Abstract,The Games Collection by Pin International,5.494,7868,2,30,"Pattern Building,Point to Point Movement",8,2,30,36,30,Quadtria,boardgame,36,2000
5.33,5.49377,Trivia,Uncategorized,"Country: Estonia,Tactic Country Trivia",5.494,36905,6,45,"Dice Rolling,Point to Point Movement,Roll / Spin and Move,Set Collection",0,2,45,35,45,Eesti mälumäng,boardgame,35,2004
5.59,5.49377,"Animals,Card Game,Memory",Uncategorized,Animals: Whales,5.494,11083,8,15,Memory,7,3,15,57,15,Moby Pick,boardgame,57,2004
5.64,5.49376,Party Game,Uncategorized,"Crowdfunding: Verkami,Cthulhu Mythos",5.494,150615,5,30,Co-operative Play,10,1,30,39,30,Fanhunter: Las Montañas de la Locura – Electric Boogaloo,boardgame,39,2013
5.31,5.49376,Children's Game,Uncategorized,,5.494,11800,4,30,,6,2,30,31,30,Fantasyland,boardgame,31,2000
5.91,5.49376,"Adventure,Dice,Fantasy,Fighting,Medieval,Memory,Negotiation",Uncategorized,,5.494,5678,4,120,"Co-operative Play,Commodity Speculation,Dice Rolling,Memory,Partnerships,Roll / Spin and Move",12,2,120,47,120,Thieves Guild,boardgame,47,2003
5.44,5.49376,"Card Game,Dice,Economic,Humor,Print & Play",Uncategorized,,5.494,4441,6,20,"Card Drafting,Hand Management,Line Drawing,Partnerships,Trading",18,2,20,33,20,PornStar,boardgame,33,2001
5.53,5.49376,"Wargame,World War II",Wargames,,5.494,8470,2,180,Hex-and-Counter,12,2,180,68,180,Pearl Harbor,boardgame,68,1977
5.48,5.49375,Economic,Uncategorized,"Ancient Rome,Cities: Marseille,Country: France,Quined Master Print Edition Series",5.494,119622,4,120,"Action Point Allowance System,Dice Rolling,Tile Placement",14,2,60,204,120,Massilia,boardgame,204,2014
5.48,5.49374,"Children's Game,Memory,Party Game",Children's,Animals: Apes / Monkeys,5.494,2792,8,20,Set Collection,7,2,20,191,20,Coco Crazy,boardgame,191,1992
5.45,5.49372,"Napoleonic,Wargame",Wargames,Magazine: Strategy & Tactics,5.494,11483,2,0,Hex-and-Counter,12,2,0,34,0,Vittoria,boardgame,34,1992
5.41,5.49371,"Abstract Strategy,Action / Dexterity",Uncategorized,,5.494,136554,2,15,"Area Control / Area Influence,Dice Rolling,Grid Movement,Point to Point Movement",5,2,15,77,15,Rock Me Archimedes,boardgame,77,2012
5.55,5.49369,Horror,Thematic,"Admin: Better Description Needed!,Monsters",5.494,28717,5,30,Dice Rolling,10,2,30,124,30,Monster Mayhem,boardgame,124,2007
5.43,5.49364,"Card Game,Educational,Humor,Party Game,Trivia,Word Game",Uncategorized,,5.494,4654,12,85,"Co-operative Play,Roll / Spin and Move,Storytelling",16,4,85,46,85,Rigamarole,boardgame,46,2002
5.37,5.49364,"Animals,Bluffing,Card Game,Children's Game,Party Game",Uncategorized,"Animals: Fishes,Sports: Fishing / Angling",5.494,137016,8,20,"Betting/Wagering,Hand Management",8,2,20,45,20,Fish Fish,boardgame,45,2013
5.45,5.49358,"Wargame,World War II",Wargames,Magazine: Wargamer,5.494,8456,2,120,"Dice Rolling,Hex-and-Counter",12,2,120,35,120,Fight on the Beaches,boardgame,35,1985
5.49,5.49358,Dice,Uncategorized,,5.494,138748,6,10,"Dice Rolling,Pattern Building",7,2,10,70,10,Flash!,boardgame,70,2013
5.38,5.49357,"Trains,Transportation",Uncategorized,Admin: Better Description Needed!,5.494,1537,2,360,Pick-up and Deliver,10,1,360,60,360,C&O/B&O,boardgame,60,1969
5.37,5.49357,Trains,Uncategorized,,5.494,2832,6,90,"Set Collection,Trading",8,2,90,37,90,Great Western Railway Game,boardgame,37,1985
5.46,5.49357,Medieval,Family,Crowdfunding: Kickstarter,5.494,103844,6,30,"Dice Rolling,Worker Placement",8,3,30,69,30,Castle Dash,boardgame,69,2011
5.40,5.49354,"Action / Dexterity,Children's Game",Uncategorized,"Animals: Dragons,Queen Kids",5.494,157083,4,20,Co-operative Play,6,2,20,65,20,Dragon Valley,boardgame,65,2014
5.52,5.49351,Economic,Uncategorized,,5.494,1207,6,120,"Auction/Bidding,Stock Holding",12,2,120,111,120,Big Deal,boardgame,111,2001
5.60,5.49351,"Adventure,Movies / TV / Radio theme,Real-time,Science Fiction",Thematic,"Star Trek,VCR Board Games",5.494,5258,6,60,"Co-operative Play,Role Playing,Roll / Spin and Move,Simulation",8,3,60,396,60,Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,boardgame,396,1993
5.49,5.4935,"Action / Dexterity,Party Game",Uncategorized,,5.494,131684,4,10,Simultaneous Action Selection,0,2,10,33,10,Chop Chop,boardgame,33,2012
5.50,5.49347,"Adventure,Bluffing,Card Game,Exploration",Uncategorized,,5.493,76546,4,60,"Auction/Bidding,Card Drafting,Tile Placement,Variable Player Powers",10,2,60,104,60,Expedition: Congo River 1884,boardgame,104,2012
5.53,5.49346,"Card Game,Real-time",Uncategorized,Ligretto,5.493,13648,2,10,"Card Drafting,Hand Management",8,2,10,141,10,Ligretto 2,boardgame,141,2004
5.58,5.49344,"Action / Dexterity,Miniatures,Pirates,Science Fiction",Uncategorized,Finger Flicking Games,5.493,42360,4,60,Pick-up and Deliver,12,2,60,136,60,Space Pirates,boardgame,136,2009
5.42,5.4934,Card Game,Uncategorized,,5.493,2175,6,30,Set Collection,8,3,30,57,30,Willi Wacker,boardgame,57,1986
5.51,5.4934,"Economic,Trains",Uncategorized,,5.493,1654,6,60,"Pick-up and Deliver,Roll / Spin and Move",0,2,60,90,60,Double Crossing,boardgame,90,1988
5.60,5.49339,"Card Game,Movies / TV / Radio theme",Uncategorized,Crowdfunding: Kickstarter,5.493,154642,6,60,Tile Placement,13,2,30,92,60,Cinelinx: A Card Game For People Who Love Movies,boardgame,92,2014
5.46,5.49339,Card Game,Uncategorized,Animals: Snakes,5.493,21729,6,30,"Action / Movement Programming,Hand Management,Memory,Simultaneous Action Selection",8,3,30,100,30,Snake Lake,boardgame,100,2006
5.52,5.49336,"Card Game,Collectible Components,Exploration,Fantasy,Fighting",Customizable,CCGs (Collectible Card Games),5.493,2169,5,30,Modular Board,10,1,30,136,30,Arcadia: The Wyld Hunt,boardgame,136,1996
5.40,5.49336,"Children's Game,Party Game,Word Game",Children's,"Categories,Scattergories",5.493,8997,4,10,Paper-and-Pencil,8,2,10,53,10,Scattergories Junior,boardgame,53,1989
5.54,5.49335,"Economic,Negotiation",Uncategorized,Monopoly,5.493,11446,6,0,"Roll / Spin and Move,Set Collection,Trading",8,2,0,76,0,La Ruta del Tesoro,boardgame,76,1980
5.42,5.49335,"Card Game,Party Game,Word Game",Uncategorized,"Categories,Scattergories",5.493,40115,8,25,,8,2,25,48,25,Scattergories: The Card Game,boardgame,48,2008
5.41,5.49334,"Adventure,Exploration",Uncategorized,,5.493,42380,6,30,"Roll / Spin and Move,Tile Placement",8,2,30,76,30,Linwood,boardgame,76,2009
5.40,5.4933,"Negotiation,Transportation,Travel",Uncategorized,,5.493,21465,6,60,,8,2,60,41,60,Crazy Diamond & Karatino,boardgame,41,2006
5.44,5.49328,"Action / Dexterity,Children's Game,Nautical,Pirates",Uncategorized,,5.493,33599,2,10,Point to Point Movement,5,2,10,84,10,Der schwarze Pirat: Das Duell,boardgame,84,2007
5.35,5.49327,Trivia,Uncategorized,M.I.G.,5.493,15236,6,15,Dice Rolling,11,2,15,42,15,M.I.G. (Mobile Intelligence Games),boardgame,42,2001
5.45,5.49327,"Bluffing,Fantasy,Fighting",Uncategorized,,5.493,958,4,45,"Auction/Bidding,Rock-Paper-Scissors",12,2,45,262,45,Orcz,boardgame,262,2000
5.31,5.49327,"Party Game,Trivia",Uncategorized,Trivial Pursuit,5.493,34091,36,60,Roll / Spin and Move,0,2,60,35,60,Trivial Pursuit: Genus (2) Edition (German),boardgame,35,1995
5.60,5.49326,"Economic,Educational,Industry / Manufacturing,Negotiation,Travel",Uncategorized,,5.493,5447,6,120,"Auction/Bidding,Betting/Wagering,Commodity Speculation,Roll / Spin and Move,Simulation,Stock Holding,Trading",10,2,120,191,120,Wealth of Nations,boardgame,191,1975
5.40,5.49324,Card Game,Uncategorized,,5.493,208,6,30,,10,2,30,62,30,Ex & Hopp,boardgame,62,1996
5.29,5.49324,Abstract Strategy,Uncategorized,,5.493,103640,4,30,"Dice Rolling,Tile Placement",8,2,30,31,30,Carré,boardgame,31,2011
5.43,5.49322,American West,Uncategorized,,5.493,122868,4,30,Auction/Bidding,10,2,30,95,30,Blackrock City,boardgame,95,2012
5.44,5.49321,"Card Game,Mythology",Uncategorized,Country: Finland,5.493,47258,4,60,"Card Drafting,Hand Management",10,2,60,58,60,Soul Hunters,boardgame,58,2009
5.59,5.49321,"Card Game,Children's Game,Pirates",Uncategorized,"Characters: Capt'n Sharky,Ghosts",5.493,32751,6,20,Hand Management,0,2,20,62,20,Spirits!,boardgame,62,2007
5.42,5.49318,"Deduction,Number",Uncategorized,,5.493,31909,8,60,Pick-up and Deliver,0,2,60,53,60,Die Jagd nach dem Gral,boardgame,53,2007
5.49,5.49316,"Children's Game,Deduction,Movies / TV / Radio theme,Party Game",Children's,"Celebrities: Walt Disney,Charades,The Wonderful World",5.493,10341,99,45,"Acting,Partnerships",5,4,45,41,45,Disney Charades Game,boardgame,41,1999
5.44,5.49313,Abstract Strategy,Abstract,,5.493,3373,4,45,"Area Enclosure,Modular Board",9,2,45,113,45,San Gimignano,boardgame,113,2002
5.47,5.49306,"Party Game,Trivia",Uncategorized,,5.493,15372,8,60,,8,3,60,38,60,Guesstimation,boardgame,38,2009
5.31,5.49306,"Card Game,Deduction,Medieval",Uncategorized,Country: Japan,5.493,205876,4,30,"Card Drafting,Worker Placement",8,2,20,35,30,Azuchi Castle,boardgame,35,2016
5.40,5.49299,"Bluffing,Card Game",Uncategorized,,5.493,181616,6,30,Press Your Luck,8,3,20,71,30,8-28,boardgame,71,2015
5.51,5.49294,"Adventure,Animals",Family,Animals: Dogs,5.493,2940,6,90,"Action Point Allowance System,Pick-up and Deliver,Variable Player Powers",8,2,90,540,90,A Dog's Life,boardgame,540,2001
5.48,5.49293,"Korean War,Modern Warfare,Wargame,World War I,World War II",Wargames,,5.493,5265,20,120,Role Playing,12,2,120,66,120,Commando,boardgame,66,1979
5.30,5.4929,"Card Game,Murder/Mystery,Party Game",Uncategorized,,5.493,5156,12,120,,12,1,120,34,120,Crime Solvers,boardgame,34,1986
5.36,5.49287,"Abstract Strategy,Dice,Prehistoric",Abstract,,5.493,6582,2,20,Dice Rolling,12,2,20,53,20,Let's Do Lunch!,boardgame,53,2000
5.35,5.49284,"Card Game,Children's Game,Math",Uncategorized,,5.493,6230,6,10,"Hand Management,Player Elimination",8,2,10,48,10,Snafooey,boardgame,48,1982
5.64,5.49283,"Fighting,Science Fiction","Strategy, Wargames",Crowdfunding: Kickstarter,5.493,72535,6,180,"Card Drafting,Deck / Pool Building,Hand Management,Hex-and-Counter,Secret Unit Deployment,Variable Player Powers,Worker Placement",14,2,180,133,180,Exile Sun,boardgame,133,2012
5.46,5.49282,"Action / Dexterity,Electronic,Party Game",Uncategorized,Electrical Shock,5.493,10575,4,10,,12,2,10,83,10,Lightning Reaction,boardgame,83,0
5.42,5.49282,"Card Game,Transportation",Uncategorized,,5.493,9710,4,30,Auction/Bidding,10,2,30,87,30,Take Off,boardgame,87,1999
5.57,5.49282,"Action / Dexterity,Collectible Components,Fantasy",Customizable,CTGs (Collectible Token Games),5.493,17166,6,30,"Hand Management,Variable Player Powers",8,2,30,364,30,Clout Fantasy,boardgame,364,2005
5.36,5.49281,"Abstract Strategy,Card Game",Abstract,,5.493,3701,6,30,"Modular Board,Pattern Building",6,2,30,51,30,Smear,boardgame,51,1999
5.32,5.49281,Card Game,Uncategorized,"Post Office, Stamps, and Mail",5.493,1975,6,30,"Auction/Bidding,Set Collection",8,3,30,30,30,Stamp,boardgame,30,1992
